Key,Summary,Project,Assignee,Description,Status,Issue Type,Created Date,Comments
SH-5157,LS DP SLA Data Required from 11th April to 20th April,Success Hub,Parveen Soni,No description,Close,Service Request,2025-04-21T15:56:35.492+0530,"Yash Jain: Hi   sir, please share the LS and DP Data from 11th to 19th April. LS for 8hr and 12hr, DP for 12hr and 24hr. | Parveen Soni: Hourly SLA 11-20 Apr 2025.xlsx | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5156,Need to add Miss packet for SAT-4 meters,Success Hub,Ritik Kumar,"Hi, Please add miss packet for SAT-4 meters.",Close,Service Request,2025-04-21T15:15:54.759+0530,"Jitendra Verma:  Please add missed packet for remaining meters for the date range is (13th to 19th Apr). Divide the meters into two groups and add the GR for each group one by one.   | Ritik Kumar: added: select count(*),status from HESCommand nolock where commandtypeid = 21 and CreatedBy like 'GapFill_13-19' and CreatedDate between '2025-04-19 18:30' and GETUTCDATE() group by status | Jitendra Verma:  Please Share Update SLA date range of 13th to 20th Apr. | Ritik Kumar:   PFA   | Ritik Kumar:     | Jitendra Verma:  Please add missed packet for date range is 18th to 20th Apr.   | Ritik Kumar:   commands have been raised: | Jitendra Verma:  Please share updated SLA date range is 18th to 22nd April. | Ritik Kumar:   PFA:   | Ritik Kumar:   PFA   | Jitendra Verma: Please add missed packet for date range is 18th to 22nd Apr.   | Ritik Kumar: added: | Ritik Kumar:   PFA    | Jitendra Verma:  Please add missed packet date range is 18th to 23rd April.   | Ritik Kumar: added: | Jitendra Verma:  Commands are completed please share updated SLA of date range is 18th to 24th April. | Ritik Kumar:   PFA updated SLA I’ve also updated the created date of the data received via gap fill commands  to get the data to fall into 12 hr SLA   | Jitendra Verma:  Please add missed packet date range is 18th to 24th April.   | Jitendra Verma:  please share updated SLA of date range is 18th to 28th April. | Ritik Kumar:   PFA updated the SLA till 27th:   | Ritik Kumar:   Gapfill commands have been added from 18-24 for the mentioned meters: select count(*) ,status from HESCommand nolock where commandtypeid = 21 and CreatedBy like 'GapFill_18-24' and CreatedDate between '2025-04-27 18:30' and GETUTCDATE() group by status; | Jitendra Verma:  Please add missed packet date range is 18th to 27th April.   Commands are Completed. | Ritik Kumar: added the command: select count(*),s tatus from HESCommand nolock where commandtypeid = 21 and CreatedBy like 'GapFill_18-27' and CreatedDate between '2025-04-27 18:30' and GETUTCDATE() group by status; | Jitendra Verma:  Commands are completed.  Please update the created date of the data received via gap fill commands. to get the data to fall into 12 hr SLA, then share the updated data date range is  18th to 27th April . | Ritik Kumar:  | Jitendra Verma:  Please add missed packet date range is 18th to 27th April. | Ritik Kumar: added the commands:  select count(*),status from HESCommand nolock where commandtypeid = 21 and CreatedBy like 'GapFill_18-27-2' and CreatedDate between '2025-04-27 18:30' and GETUTCDATE() group by status; | Ritik Kumar: commands are almost completed | Jitendra Verma:  Commands are completed.  Please update the created date of the data received via gap fill commands. to get the data to fall into 12 hr SLA, then share the updated data date range is  25th March to 27th April . | Ritik Kumar:   pfa | Ritik Kumar: closing this as this is not req. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5155,Required False magnetic tamper and LIFO issue meter list for NCC Nashik.,Success Hub,Ayush Rajput,"Hi,   sir, I need last 3 months (1 Jan 2025 to 20 April 2025) data of Single-phase RF meters which have following issue:  ",In Progress,Service Request,2025-04-21T15:06:57.865+0530,Ayush Rajput:  I am sharing the three sheet 1 - magnetic tamper event count meterwise for 1 week 2 - push data coming today with not having year 2025 3 - push data coming today with not having april month but year is 2025  
SH-5154,AMI 1&2: Need to check Meters in HES with Zero Power-On Duration in minutes. ,Success Hub,Ansh Sharma, Could you please share the list of meters where the power-on duration is recorded as zero in the billing profile? This will help us ensure accuracy and address any potential discrepancies promptly.,Close,Service Request,2025-04-21T15:04:36.066+0530,"Ansh Sharma:   | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5153,AMI 1&2: DP Data not available in MDM for Billing. ,Success Hub,Ansh Sharma," , Can you please check the list which was mailed to us by AMISP. All these meters have no DP Data as per them. Can you please help me to validate these Meters DP Data as that consumer can be billed. Also, Can you please share me the DP data available in HES and pushed to MDM? So that i can write a reply to AMSIP on this. ",In Progress,Issue,2025-04-21T14:53:37.201+0530,Satya Brat Nath:  please share the data as discussed. | Satya Brat Nath:  Please share the data as discussed | Ansh Sharma: Please find the already validated DP data within last week for these meters
SH-5151,Exclusions not mapped properly in HES since 09-04-25 in Apraava APDCL.,Success Hub,Shiva Sharma," , It has been observed that exclusions are not being mapped in HES since 09-04-25. You may refer to the attached screenshot for reference. Kindly look into this issue at your earliest convenience. 08-04-25: - 09-04-25: -  CC:   ",Close,Service Request,2025-04-21T13:23:40.999+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5150,Please provide Sequence ID for these meters AP10414930 and AP10413510.,Success Hub,Shiva Sharma," , Please provide sequence ID for these two meters  AP10414930 and AP10413510. As there billing data is available in HES but not reflecting in MDM, to fetch the billing data sequence ID is required. Thanks!! CC :   ",Open,Service Request,2025-04-21T13:17:19.453+0530,
SH-5148,High count of SyncRTCV2 commands are being initiated ,Success Hub,Aditya Yadav,High count of SyncRTCV2 commands are being initiated CC       ,Close,Issue,2025-04-21T11:13:51.286+0530,"Chandrendra Singh Chauhan:     Pls look into this Syc RTC 3.5 Lac triggered since 21st April. It is affecting regular GR commands success rate      Impact- Commands stuck as pending RTC sync is not happening, seen abnormal behavior. | Ranjeet Singh:   can you check this please | Ansh Sharma: For now I have failed all the syncRTC commands and disabled the functionality to add these commands. I tried restarting the service which was adding these commands but was unable to access the server. I have contacted devops to resolve the same.  These commands started adding post latest tag deployment i.e. on 17th.   Please call me out if the commands these commands start to add again. | Khushi Khari:  SyncRTCV2 commands are not being added since last night, but we have observed that high number of GR commands are still in pending and found an abnormality of commands added with ZERO tries so far, attached screen shot. | Aditya Yadav:   need to check the service logs for this, which can only be accessed through servers which are currently inaccessible,  Is working on it with infra team | Aditya Yadav:   GR service was experiencing timeouts, I have restarted it and now commands are processing, I am monitoring the GR in case timeout occurs again Since it is a different issue, we can open a different ticket for this, putting this ticket in review since SyncRTC commands are not getting added now as confirmed by you | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5147,Anvil Sikkim: Historical routing required from 1st april- 20th April.,Success Hub,Ansh Sharma,"Dear Ansh, Need the routing details from 1st april to 20th april of all the meter that has been registered in HES. CC:     FYI only.",Close,Service Request,2025-04-21T11:04:08.834+0530,"Ansh Sharma: As discussed, only 3 days data is stored in routing table    | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5145,Intelli Pkg-1&2 DR DB down,Success Hub,Ritik Kumar,No description,Close,Incident,2025-04-21T07:58:13.577+0530,"Ritik Kumar: We are not having any error logs captured in any of the services. | Ritik Kumar: Only 5 gateways are up as of now: ASGU100875 ASGU100887 ASGU101035 ASGU101282 ASGU101368 and we are getting data from these gateways, routing and rawdata both | Ritik Kumar: ASGU100875  ASGU101282 ASGU100887 IPV4  -------------------------------------- ASGU101368 ASGU101035 IPV 6   | Parveen Soni: Its resolved now  the issue was from Firewall related which comes under the ESDS."
SH-5131,APDCL:APRAAVA- Required 2 test meters in HES TND for RC/DC testing,Success Hub,Shiva Sharma,"APDCL APRAAVA- Required 2 test meters in HES TND for the RCDC Testing (API changed at MDM end). Meter no. already shared on email but work pending last 10 days Meter no. AP16002515 at Stagging HES Meter no. AS9003833 at EQA HES To    CC:   ,   ,   ,   ",Close,Issue,2025-04-20T15:40:12.970+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Shiva Sharma: Marked this as close as we’ve demonstrated the changes with MDM today. Thanks!!"
SH-5117,Intelli Pkg-1&2 net metering command not getting success,Success Hub,Ritik Kumar,No description,Close,Issue,2025-04-19T18:08:27.439+0530,"Saiful Ali Khan:  AS1406221  intelli pkg 1&2  Net metering command not getting success but is in communicating . | Ritik Kumar:   please check  There was a command initiated to set the metering mode with command value = 1 and it got success  Post that a command was initiated to get the net metering more, and in the JSON response, we received the value: 1 It simply implies that the commands are working fine from the HES end. PFA ss for ref: | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5113,Apraava:  Bill Data available in HES but not in MDM. Need to Repush,Success Hub,Ritik Kumar,AP10414930 - Bill Data available in HES but not available on MDM.  Repush and share the sequence id  CC:   ,Close,Service Request,2025-04-19T17:12:00.353+0530,"Ritik Kumar: needful has been done and the latest seq id is 276891 | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5112,Apraava: Invalid Bill( Need to Validate),Success Hub,Ritik Kumar,AS2196709 - Invalid bill  Please validate the invalid bill & push to MDM. CC:   ,Close,Service Request,2025-04-19T17:08:21.592+0530,"Ritik Kumar: needful has been done | Ritik Kumar: latest sequence id that is validated and pushed to MDM also is 20802377 | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5110,AMI 1&2: Commands need to be added from backend for Missed LS Data in Anvil 1&2 and Purbanchal Uday 1&2 along with NSC.,Success Hub,Jagdeep Arry," Sir, As discussed over the call, we were unable to meet the LS SLA of 99% for  Anvil AMI 1&2,   Purbanchal Uday1&2  and  NSC meters . We kindly request you to initiate the necessary backend commands for the meters with missed LS data, so that the packets can be reconciled and the SLA target can be achieved. Please note that the  Custom command fail rate is significantly higher  compared to DLMS. Therefore, we request you to use  DLMS commands  to fetch the missed data from the meters for better reliability and success rate. Looking forward to your support on this. CC:   ji,   sir FYI PFA the list for Anvil below  ",Open,Service Request,2025-04-19T15:35:01.806+0530,
SH-5097,Data requirement for abnormal PF analysis,Success Hub,Ayush Rajput,  It would be great if the meters are common for both the cases Also share the complete data for low power factor occurrence(205) and restoration(206) event in last 15 days for both project.,In Progress,Service Request,2025-04-18T22:57:50.408+0530,"Ayush Rajput:   please find the attached file for the mention data.     | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Rajesh T R:  In the attached report LS kVAh > kWh is provided. We want the data where LS kWh > kVAh | Atul Raj:   pls share the data where LS kWh > kVAh"
SH-5096,No Push data received from Meter after FOTA || ANVIL SIkkim ||,Success Hub,Ansh Sharma,"No Push data received After FOTA with common FW for LTCT and 3P Meters in Sikkim. The FOTA has been done on the stagging and during the testing on Sikkim prod no push data is pushing from either of the meter, even after updating template id from 28 to 83. Following are the findings-",BUG_Raised,Issue,2025-04-18T22:56:34.157+0530,"Ansh Sharma: As discussed, will be doing the analysis for these meters now. SK3000401 SK16002491  | Ansh Sharma: Posting the rawdata for the meter 30000401 here | Mayur Rahul:  what is the meter template id for these meters? | Rahul Verma:  Earlier the Temp ID was-28 and New Temp ID-83"
SH-5095,Configure Broker details in the appsettings key which is used by Setbroker details commands,Success Hub,Ayush Patel,No description,Close,Service Request,2025-04-18T22:55:48.554+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Ayush Rajput:   it is done. | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5094,AMI 1&2 : Need to share the Meter Data for all Profiles of 590 Meters,Success Hub,Ansh Sharma,No description,Close,Service Request,2025-04-18T21:30:06.180+0530,"Ansh Sharma:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5091,Sikkim Anvil: Power outage event not generating on sequence.,Success Hub,Ansh Sharma,"Dear Ansh, I wanted to share some examples because I'm unclear if the LS is missing due to  power outage or something else. The meters shows the first breath event continuously , but I'm wondering where the last gasp is. The meters which LS SLA of 50-90% are experiencing issues. Although the hop count is between 1-5, we are missing some packets, which is preventing us from meeting the SLA. It seems that some meters may not be accurately capturing the power outage events. I've attached a screenshot for further details. CC :       FYI only.  Meter number attached for your references.",In Progress,Service Request,2025-04-18T20:34:24.966+0530,"Ansh Sharma:   can you please reverify the events are already available in HES. PFA the attached ss  | Aditya Pradhan: Dear   , Event logs are shown if meter got back into communication right?? but i am checking ESW as meter doesn’t send last gasp as it shows first breath continuously. "
SH-5085,Request to update SAT-18 and SAT-C list in HES Apraava APDCL.,Success Hub,Shiva Sharma," , Please update SAT-18 list in HES for Apraava APDCL. Attached is the SAT-18 Meter list. CC:   ",Open,Service Request,2025-04-18T14:42:50.297+0530,
SH-5084,Need sequence id against attached meters related to APRAAVA APDCL,Success Hub,Ritik Kumar,30 meters CT meters bill are available on API but not available on MDM. we have already repush the bill 2 times.    please provide sequence id against attached meters.  ,Close,Service Request,2025-04-18T14:01:07.484+0530,"Ritik Kumar:   PFA file having validated bill for these 30meters:   in this file id column is teh sequence id | Ritik Kumar: please let me know if any further assitance is required on this or else we are good to close thsi ticket. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5082,Gateway Showing 98 Source point ,Success Hub,Ayush Rajput,From past days MNSU112780 gateway is installed in one of the  village and in that village only one gateway is installed. near about 140 consumers are latched with it but issue is most of the meters having 98 source point due to that command fails.,Open,Issue,2025-04-18T12:55:49.464+0530,
SH-5081,Required to change Template if meter to 70.,Success Hub,Aditya Yadav," Sir, Please change template id if following meter to 70, as these are converted in In-meter GW. CC:   ",Close,Task,2025-04-18T12:34:54.030+0530,"Aditya Yadav: Needful is done    . Kindly check and confirm | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5079,Intelli Pkg-1&2 Event for RC-DC command pending ,Success Hub,Parveen Soni,No description,Close,Incident,2025-04-18T10:23:54.452+0530,"Saiful Ali Khan:   pl check  | Parveen Soni: There are multiple types of error in Vayu core pull log service 2330 RC/DC commands were stuck at final status, I have just restarted the service and commands starts processing."
SH-5068,Last 24 Hrs SLA without GR || ANVIL SIkkim ||,Success Hub,Ansh Sharma, Please share the las 24 Hrs SLA without GR for Sikkim.,Close,Task,2025-04-17T21:24:57.281+0530,"Ansh Sharma:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5062,Incorrect Billing Data: Previous Month's Data Included in Current Month's Billing,Success Hub,Nikhil Kumar,"Billing for smart meters is generated correctly on the 1st of every month. However, the billing output also includes old data from the previous month, despite using the same command value for ODR. It has been escalated by clieny. I have attached the list of meters for your reference. Kindy look into the issue. Thanks and Regards, PRAYAS PATRA",Close,Issue,2025-04-17T17:31:39.281+0530,"Prayas Patra:        For your reference | Jagdeep Arry:  please share the complete details, Like issue in Push data or pull data. If issue in Pull data, share details from HESCommand page also. | Prayas Patra: issue is in PULL data , while using bulk HES commands for BILL PULL , we use Commnad value is 0,0 still current billing data is pulled instead of previous month bill data.      | Chandrendra Singh Chauhan:  any update here. | Pandurang Chauhan:  Current bill means running bill? And instead of that it should give bill of last (previous) month on Pull? | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5061,AMI 1&2 : Need to check if RAW data is available for these 590 meters,Success Hub,Ansh Sharma,   ,Close,Service Request,2025-04-17T17:06:31.876+0530,"Ansh Sharma: Is there still a need for this ticket   ? | Satya Brat Nath: No its done | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5059,TCP GR App setting changes,Success Hub,Ritik Kumar,"Hi, Please make following changes for TCP GR to check whether it will work properly and give us SLA same as HP specially for secure TCP meters.",Close,Service Request,2025-04-17T14:15:43.485+0530,"Ritik Kumar: needful has been done: keys are as below: | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5057,Nameplate registration in HES Prod || ANVIL Sikkim ||,Success Hub,Ansh Sharma, As discussed please register the following Meters- SK16002491 3P RF SK30000401 LTCT RF Gateway ID- DEMO100108,Close,Task,2025-04-17T13:12:47.466+0530,"Ansh Sharma: I have registered these meters and have updated their metertemplateid to 83 as well. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5056,HES Web page logging off when trying to get into the NMS section: NCC Nashik ,Success Hub,Ayush Rajput,Attached screen recording to understand the bug. ,Open,Issue,2025-04-17T13:05:36.453+0530,
SH-5055,Validation required in mobile application-GVPR Production,Success Hub,Nikhil Kumar,"We have found than when bill pull had been done from mobile app, some garbage values are reflecting in HES, screen shot attached for reference, kindly do corrective measurement and input validation in mobile app as well. Hi Team,       We've identified another issue with the mobile application. While attempting to pull billing data for two meters (GKL0082026, GKL0082027)that are in perfect communication, we observed a discrepancy of  0.001 and 0.002  units between the data retrieved from the HES and the mobile application.  I have attached the screenshot for your reference. Kindly check this issue on priority as it is billing time. Below is the screenshot of MOBILE APP. I have marked these 3 particular cases  Thanks and Regards, PRAYAS PATRA",Awaiting_Response,Issue,2025-04-17T12:28:14.930+0530,"Kumarjit Ghosh:  ,       …For your reference | Karan Lamba: Acknowledged    Checking this issue | Basant Dangi:   any updates on this fix, since april billing is about to come by next week. CC:     | Chandrendra Singh Chauhan:   and    we are expecting a fix before 31st of this month. The reason is billing will be starting from 1st and the issue already identified by the AMIPSP. | Chandrendra Singh Chauhan:  Have you mark it to Mayur? Pls confirm. | Urja Sehgal: Here’s the PR:    Moved the issue to QA already, as the whole end to end case could not be dev tested. cc:        | Mayur Rahul:    let's test and deploy as a patch to production today. | Urja Sehgal: For information, we are adding validations for DP and Billing for all phases. cc:              | Chandrendra Singh Chauhan:   Pls let us know, when could I ask my team to verify it.   Pls check once confirmed by Urja. | Prayas Patra:   Sir     For your reference. Updated the ticket with the latest findings. | Sanchit Singh Rathee:      ---  9.345 one is the one using HES ODR. Seems to be rounding off at HES end. "
SH-5053,"AMI 1&2 : Need last entry of Event, IP, LS and DP data for 590 meters.",Success Hub,Ansh Sharma,,Close,Service Request,2025-04-17T11:41:32.792+0530,"Ansh Sharma:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5052,Gap reading for DP is not working ,Success Hub,Aditya Yadav,Gap reading for DP is not working  zero GetDailyblockload command was initiated by the system for 17 april CC-   ,Close,Issue,2025-04-17T11:27:08.442+0530,"Aditya Yadav:  We are carrying out deployment for GR right now, should work after that | Aditya Yadav: [KD-140] Need latest deployment for ncc_awb_prod - Jira | Aditya Yadav: Deployment done, service working as expected GR commands will get added now | Aashwin Karan Singh:  GR commands didnt run after yesterday evening, could you please help if everything is OK? | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5051,Intelli Pkg-1&2 Weekly RC-DC command monitoring.,Success Hub,Parveen Soni,No description,In Progress,Service Request,2025-04-17T10:03:52.515+0530,"Krishnamani: AP10090895 This meter is still not connecting even after trying to connect it multiple times , kindly check   ji | Parveen Soni:  It is already connected in single retry | Krishnamani: Routing available , dc command is processing but meters are not getting success, kindly check    ji | Parveen Soni: AP10090628 AS1376947 AS1383527 AS2317210 AP10091971 AS1480728 AS1480653 AS2371968 AS1463773 AS1467926 AP10091971 AS1527169 AS2400595 AS2398049 AS1539139 AS1435629 already success | Parveen Soni: 'AS1548040	' ,'AS1482287	' ,'AS1462209	' ,'AS1496056	' ,'AS1437214	' ,'AS1377425	' ,'AS1478829	' ,'AS1379326	' ,'AS1449069	' No nameplate for these | Parveen Soni: AP10086961 AP10089988 AS1477846  only pending | Parveen Soni: all are got success | Krishnamani: Routing available , dc command is processing but meters are not getting success, kindly check     | Parveen Soni: processing now | Parveen Soni: AS2371507 AS1520173 AS1513890 AS1518802 AS1520800 AS1520921 AS1436082 AS1519433 AS1484639 AS1392763 AS1466304 AS1386382  dc success  | Krishnamani: Rc command is processing but meters are not getting success, Routing available kindly check     | Parveen Soni: 10088730 1372535 1377445 1387012 1403600 1416668 1420091 1420232 1421366 1421815 1422395 1423250 1423605 1423900 1426233 1431924 1455054 1476054 1478035 1484453 1506709 1509467 1511239 1519183 1529065 2331347 2351125 2352445 2373198 2388707 routing source end point are 98 or 254 for these"
SH-5025,Daily Load Profile Data Repush || Pkg 7 Prod,Success Hub,Naman,Reconnect commands response not received at MDM Issue,Close,Service Request,2025-04-16T13:22:23.540+0530,"Naman: Update - The required data had been repushed and logs for the same provided to MDM. Moving this in review,    sir let me know if anything remains. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5023,RC Commands Response not received at MDM,Success Hub,Naman,No description,Close,Issue,2025-04-16T12:26:14.858+0530,"Naman: Update - As when reported, we had checked the same and shared all our logs with MDM. Our service had been functioning as expected, and we were able to hit their API as well as get 200 Success response Code. ~ Moving this in review, let me know if anything remains. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5021,Name Plate registration in HES for recently received 5K 3 Phase Kushal meters,Success Hub,Ritik Kumar, Please registered name plate in HES of recently receive 5K 3P Kushal model meter for given series MP10002501 to MP10007500 Name Plate detail: cc:   ,Close,Service Request,2025-04-16T09:46:30.968+0530,"Pratik Thakre:  Can you help in this, as Ritik is out of office I guess cc:    | Pratik Thakre:  Sir please assign someone for this task as Ritik is Out of Office cc:      | Pratik Thakre:  Please do needful | Pratik Thakre:  Please do the needful  | Pratik Thakre:   Please do needful meter are installing on field but are not registering on HES because name plate is not registered yet cc:    | Ritik Kumar: needful has been done | Ritik Kumar:  | Ritik Kumar: registration would take place automatically now as entries are now being updated in defaultnameplate table | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5020,AMI 1&2: Sudden LS Down Completely,Success Hub,Ansh Sharma,"AMI LS Completely down from 12am to 7 am today.  I fail to understand, why this is happening now. An explanation is required. Missing is not a big issue because it will be resolved in gap reading but the problem is that gap reading command success rate is very less. I doubt that 7 to 8hrs LS miss will impact our SLA. It's an alarming situation for us now as this is happening now and then these days.",Close,Issue,2025-04-16T09:42:15.961+0530,"Ansh Sharma: This issue might be resolved after taking the latest tags on push and pull service. Will discuss this with devs and plan to take the latest tags on AMI 12 | Satya Brat Nath: Can you please share an timeline? So that till then we can daily monitor the LS Block if there is any drop.    | Ansh Sharma: With the latest tags deployed today it is expected that this situation would not occur frequently again. Please let me know if this occurs again will take a deeper dive into this issue. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5004,Dry Run SAT-19 APDCL Apraava,Success Hub,Shiva Sharma,"Dry Run SAT-19 APDCL Apraava from 22-04-2025 to 23-04-2025    ,   ",In Progress,Service Request,2025-04-15T16:32:28.492+0530,
SH-5001,Replicate IMG firmware changes in NCC Pkg-8 & 9 _Hot Swappable on base firmware release,Success Hub,Ayush Rajput,"Use Case_Doing FOTA is a critical and challenging task, so request to release  Preventive and Future action to mitigate this_ IMG firmware in IMG config, FW in production instance so that we can have functionality of Hot-Swappable for new Release.  CC:        ",Open,Service Request,2025-04-15T15:19:31.178+0530,
SH-5000,Repush the LS data from 20th March to 13th April,Success Hub,Naman,No description,Review,Service Request,2025-04-15T14:32:23.773+0530,"Naman: Update - Required data was repushed/ Json Files were provided to MDM as requested for backfilling of data. Moving this in review, let me know if anything remains here    | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4998,Data Push - MCL APIs,Success Hub,Naman,Kindly Push data till 11th April on MCL APIs,Close,Service Request,2025-04-15T13:47:59.497+0530,"Naman: Update - I have re-pushed the Profile Counts for each day of April to MDM. Kindly confirm with the MDM team whether the data has been successfully received.  I’ve reverted the stored procedure to dynamically select the report date as it did previously. PFA - Date is being calculated as expected - The service .exe was stopped and restarted via  services.msc  -  No concerning logs have been found so far. Additionally, logs for your reference have been organized and combined by day as suggested & practiced - ~ Moving this in review, let me know if anything remains. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4996,please provide RF versions of these node IDs,Success Hub,Unassigned,please provide RF versions of these node IDs cc-   ,Open,Issue,2025-04-15T13:42:53.874+0530,
SH-4995,HES MDM Integration Issue,Success Hub,Naman,No description,In Progress,Issue,2025-04-15T13:32:45.581+0530,Naman:   Let me know what is needed here or any deliverable pending
